acq_date,year,quarter,month_num,month_name,week,is_dry_season,datetime,province,latitude,longitude,frp,brightness,conf_label,daynight,dist_school_km,schools_5km,prov_pop,intensity_score,exposure_score,risk_score,risk_tier
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.17517,110.27714,7.02,332.68,Nominal,D,5.43684814777789,0,4395983,0.4335600368013697,0.36855101559412823,0.3978050751373869,Rendah
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.17899,110.27654,7.02,335.03,Nominal,D,5.653292522777919,0,4395983,0.4365147108442252,0.3614103034958226,0.39520728680260375,Rendah
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.17814,110.27824,12.87,340.53,Nominal,D,5.7370982918829325,0,4395983,0.49193291614987833,0.35872742742448427,0.41866989735091165,Rendah
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.25978,110.40412,4.65,335.01,Nominal,D,3.596430827831194,3,4395983,0.4054744312412867,0.5172178360464964,0.4669333038841521,Rendah
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.29116,110.58595,6.33,334.42,Nominal,D,3.128128106374767,5,4395983,0.42778215789460006,0.5626777311445414,0.5019747231820678,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.26775,110.4312,6.63,334.57,Nominal,D,2.817234259871856,3,4395983,0.4315224242932013,0.5582897058194682,0.5012444291326481,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.28563,110.39553,8.3,334.07,Nominal,D,2.716082266451849,3,4395983,0.44841880191891015,0.5641063563053195,0.5120469568314353,Sedang
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN BARAT,0.26468,110.25565,30.29,339.38,Nominal,D,2.5442600061785186,13,4395983,0.5625230541823817,0.6408326225635406,0.6055933167920191,Tinggi
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN TIMUR,0.92061,114.59444,9.17,334.92,Nominal,D,5.320727928885317,0,3553143,0.45740572974520566,0.3105214743960049,0.37661938930314526,Rendah
2024-08-01,2024,3,8,Aug,31,1,2024-08-01 05:46:00,KALIMANTAN TIMUR,0.84122,114.06921,5.35,344.07,Nominal,D,16.945923373990134,0,3553143,0.42720741245479,0.15487829970873598,0.2774264004444603,Rendah
